"DATE","REGION","AGEGROUP","SEX","DEATHS"
2021-01-08,"Flanders","65-74","M",3
2021-01-08,"Flanders","75-84","M",8
2021-01-08,"Flanders","75-84","F",6
2021-01-08,"Flanders","85+","M",7
2021-01-08,"Flanders","85+","F",10
2021-01-08,"Brussels","75-84","M",1
2021-01-09,"Wallonia","45-64","M",1
2021-01-09,"Wallonia","45-64","F",1
2021-01-09,"Wallonia","65-74","M",1
2021-01-09,"Wallonia","75-84","M",1
2021-01-09,"Wallonia","75-84","F",3
2021-01-09,"Wallonia","85+","M",4
2021-01-09,"Wallonia","85+","F",6
2021-01-09,"Flanders","45-64","M",1
2021-01-09,"Flanders","65-74","M",5
2021-01-09,"Flanders","65-74","F",1
2021-01-09,"Flanders","75-84","M",3
2021-01-09,"Flanders","75-84","F",5
2021-01-09,"Flanders","85+","M",11
2021-01-09,"Flanders","85+","F",7
2021-01-09,"Brussels","75-84","M",2
2021-01-10,"Wallonia","65-74","M",1
2021-01-10,"Wallonia","65-74","F",2
2021-01-10,"Wallonia","75-84","M",2
2021-01-10,"Wallonia","75-84","F",4
2021-01-10,"Wallonia","85+","M",4
2021-01-10,"Wallonia","85+","F",3
2021-01-10,"Flanders","45-64","M",1
2021-01-10,"Flanders","65-74","F",1
2021-01-10,"Flanders","75-84","M",3
2021-01-10,"Flanders","75-84","F",4
2021-01-10,"Flanders","85+","M",18
2021-01-10,"Flanders","85+","F",14
2021-01-11,"Wallonia","45-64","M",2
2021-01-11,"Wallonia","45-64","F",1
2021-01-11,"Wallonia","65-74","F",1
2021-01-11,"Wallonia","75-84","M",4
2021-01-11,"Wallonia","75-84","F",2
2021-01-11,"Wallonia","85+","M",5
2021-01-11,"Wallonia","85+","F",4
2021-01-11,"Flanders","25-44","M",1
2021-01-11,"Flanders","45-64","M",1
2021-01-11,"Flanders","45-64","F",1
2021-01-11,"Flanders","65-74","M",2
2021-01-11,"Flanders","65-74","F",4
2021-01-11,"Flanders","75-84","M",3
2021-01-11,"Flanders","75-84","F",5
2021-01-11,"Flanders","85+","M",6
2021-01-11,"Flanders","85+","F",8
2021-01-11,"Brussels","75-84","M",1
2021-01-11,"Brussels","85+","M",1
2021-01-11,"Brussels","85+","F",1
2021-01-12,"Wallonia","25-44","M",1
2021-01-12,"Wallonia","45-64","M",1
2021-01-12,"Wallonia","65-74","M",3
2021-01-12,"Wallonia","75-84","M",1
2021-01-12,"Wallonia","75-84","F",1
2021-01-12,"Wallonia","85+","M",6
2021-01-12,"Wallonia","85+","F",1
2021-01-12,"Flanders","25-44","M",1
2021-01-12,"Flanders","45-64","M",1
2021-01-12,"Flanders","65-74","M",1
2021-01-12,"Flanders","65-74","F",3
2021-01-12,"Flanders","75-84","M",2
2021-01-12,"Flanders","75-84","F",5
2021-01-12,"Flanders","85+","M",8
2021-01-12,"Flanders","85+","F",11
2021-01-12,"Brussels","65-74","F",1
2021-01-12,"Brussels","75-84","M",1
2021-01-12,"Brussels","85+","M",3
2021-01-13,"Wallonia","65-74","M",1
2021-01-13,"Wallonia","65-74","F",2
2021-01-13,"Wallonia","75-84","M",3
2021-01-13,"Wallonia","75-84","F",4
2021-01-13,"Wallonia","85+","M",1
2021-01-13,"Wallonia","85+","F",1
2021-01-13,"Flanders","65-74","M",3
2021-01-13,"Flanders","65-74","F",1
2021-01-13,"Flanders","75-84","F",5
2021-01-13,"Flanders","85+","M",8
2021-01-13,"Flanders","85+","F",11
2021-01-13,"Brussels","45-64","F",1
2021-01-14,"Wallonia","45-64","M",1
2021-01-14,"Wallonia","65-74","M",1
2021-01-14,"Wallonia","85+","M",3
2021-01-14,"Wallonia","85+","F",5
2021-01-14,"Flanders","45-64","M",1
2021-01-14,"Flanders","45-64","F",1
2021-01-14,"Flanders","65-74","M",5
2021-01-14,"Flanders","75-84","M",7
2021-01-14,"Flanders","75-84","F",6
2021-01-14,"Flanders","85+","M",13
2021-01-14,"Flanders","85+","F",16
2021-01-14,"Brussels","75-84","F",1
2021-01-14,"Brussels","85+","M",2
2021-01-15,"Wallonia","25-44","F",1
2021-01-15,"Wallonia","45-64","F",2
2021-01-15,"Wallonia","65-74","M",1
2021-01-15,"Wallonia","65-74","F",2
2021-01-15,"Wallonia","75-84","M",2
2021-01-15,"Wallonia","75-84","F",2
2021-01-15,"Wallonia","85+","M",1
2021-01-15,"Wallonia","85+","F",1
2021-01-15,"Flanders","45-64","M",1
2021-01-15,"Flanders","65-74","M",1
2021-01-15,"Flanders","65-74","F",2
2021-01-15,"Flanders","75-84","M",3
2021-01-15,"Flanders","75-84","F",3
2021-01-15,"Flanders","85+","M",11
2021-01-15,"Flanders","85+","F",13
2021-01-15,"Brussels","65-74","M",1
2021-01-15,"Brussels","85+","F",1
2021-01-16,"Wallonia","25-44","M",1
2021-01-16,"Wallonia","65-74","M",2
2021-01-16,"Wallonia","65-74","F",1
2021-01-16,"Wallonia","75-84","M",1
2021-01-16,"Wallonia","75-84","F",1
2021-01-16,"Wallonia","85+","M",2
2021-01-16,"Wallonia","85+","F",6
2021-01-16,"Flanders","25-44","M",1
2021-01-16,"Flanders","45-64","M",2
2021-01-16,"Flanders","65-74","M",2
2021-01-16,"Flanders","65-74","F",1
2021-01-16,"Flanders","75-84","M",4
2021-01-16,"Flanders","75-84","F",3
2021-01-16,"Flanders","85+","M",9
2021-01-16,"Flanders","85+","F",6
2021-01-16,"Brussels","65-74","M",1
2021-01-16,"Brussels","75-84","M",1
2021-01-16,"Brussels","75-84","F",2
2021-01-16,"Brussels","85+","M",1
2021-01-17,"Wallonia","75-84","M",1
2021-01-17,"Wallonia","75-84","F",2
2021-01-17,"Wallonia","85+","F",4
2021-01-17,"Flanders","45-64","M",1
2021-01-17,"Flanders","65-74","M",1
2021-01-17,"Flanders","65-74","F",1
2021-01-17,"Flanders","75-84","M",4
2021-01-17,"Flanders","75-84","F",7
2021-01-17,"Flanders","85+","M",10
2021-01-17,"Flanders","85+","F",12
2021-01-17,"Brussels","75-84","M",1
2021-01-18,"Wallonia","65-74","F",1
2021-01-18,"Wallonia","75-84","M",3
2021-01-18,"Wallonia","75-84","F",1
2021-01-18,"Wallonia","85+","M",3
2021-01-18,"Wallonia","85+","F",3
2021-01-18,"Flanders","45-64","M",1
2021-01-18,"Flanders","45-64","F",3
2021-01-18,"Flanders","65-74","M",5
2021-01-18,"Flanders","65-74","F",1
2021-01-18,"Flanders","75-84","M",5
2021-01-18,"Flanders","75-84","F",6
2021-01-18,"Flanders","85+","M",13
2021-01-18,"Flanders","85+","F",11
2021-01-18,"Brussels","75-84","F",1
2021-01-18,"Brussels","85+","M",1
2021-01-19,"Wallonia","45-64","M",2
2021-01-19,"Wallonia","75-84","M",1
2021-01-19,"Wallonia","75-84","F",3
2021-01-19,"Wallonia","85+","M",3
2021-01-19,"Flanders","45-64","M",3
2021-01-19,"Flanders","65-74","M",4
2021-01-19,"Flanders","65-74","F",2
2021-01-19,"Flanders","75-84","M",9
2021-01-19,"Flanders","75-84","F",6
2021-01-19,"Flanders","85+","M",9
2021-01-19,"Flanders","85+","F",16
2021-01-19,"Brussels","65-74","M",1
2021-01-19,"Brussels","75-84","M",1
2021-01-19,"Brussels","85+","M",1
2021-01-20,"Wallonia","65-74","M",1
2021-01-20,"Wallonia","65-74","F",1
2021-01-20,"Wallonia","75-84","F",5
2021-01-20,"Wallonia","85+","F",5
2021-01-20,"Flanders","45-64","M",1
2021-01-20,"Flanders","65-74","M",3
2021-01-20,"Flanders","65-74","F",1
2021-01-20,"Flanders","75-84","M",5
2021-01-20,"Flanders","75-84","F",3
2021-01-20,"Flanders","85+","M",5
2021-01-20,"Flanders","85+","F",17
2021-01-20,"Brussels","75-84","F",1
2021-01-20,"Brussels","85+","F",1
2021-01-21,"Wallonia","25-44","F",1
2021-01-21,"Wallonia","65-74","M",2
2021-01-21,"Wallonia","75-84","M",1
2021-01-21,"Wallonia","75-84","F",1
2021-01-21,"Wallonia","85+","M",3
2021-01-21,"Wallonia","85+","F",4
2021-01-21,"Flanders","65-74","M",4
2021-01-21,"Flanders","65-74","F",1
2021-01-21,"Flanders","75-84","M",7
2021-01-21,"Flanders","75-84","F",3
2021-01-21,"Flanders","85+","M",12
2021-01-21,"Flanders","85+","F",11
2021-01-21,"Brussels","85+","M",1
2021-01-21,"Brussels","85+","F",2
2021-01-22,"Wallonia","65-74","M",2
2021-01-22,"Wallonia","65-74","F",1
2021-01-22,"Wallonia","75-84","M",2
2021-01-22,"Wallonia","75-84","F",2
2021-01-22,"Wallonia","85+","M",2
2021-01-22,"Wallonia","85+","F",4
2021-01-22,"Wallonia",NA,"M",1
2021-01-22,"Flanders","45-64","M",2
2021-01-22,"Flanders","65-74","M",2
2021-01-22,"Flanders","65-74","F",1
2021-01-22,"Flanders","75-84","M",8
2021-01-22,"Flanders","75-84","F",4
2021-01-22,"Flanders","85+","M",4
2021-01-22,"Flanders","85+","F",10
2021-01-22,"Brussels","75-84","F",2
2021-01-22,"Brussels","85+","M",1
2021-01-22,"Brussels","85+","F",1
2021-01-23,"Wallonia","45-64","F",1
2021-01-23,"Wallonia","75-84","M",2
2021-01-23,"Wallonia","75-84","F",3
2021-01-23,"Wallonia","85+","M",2
2021-01-23,"Wallonia","85+","F",7
2021-01-23,"Flanders","45-64","F",1
2021-01-23,"Flanders","65-74","M",3
2021-01-23,"Flanders","65-74","F",1
2021-01-23,"Flanders","75-84","M",8
2021-01-23,"Flanders","75-84","F",4
2021-01-23,"Flanders","85+","M",13
2021-01-23,"Flanders","85+","F",17
2021-01-23,"Brussels","65-74","M",1
2021-01-23,"Brussels","75-84","M",2
2021-01-23,"Brussels","75-84","F",1
2021-01-23,"Brussels","85+","M",1
2021-01-23,"Brussels","85+","F",1
2021-01-24,"Wallonia","45-64","M",1
2021-01-24,"Wallonia","45-64","F",1
2021-01-24,"Wallonia","65-74","F",1
2021-01-24,"Wallonia","85+","M",2
2021-01-24,"Wallonia","85+","F",2
2021-01-24,"Flanders","45-64","M",1
2021-01-24,"Flanders","65-74","F",1
2021-01-24,"Flanders","75-84","M",4
2021-01-24,"Flanders","75-84","F",5
2021-01-24,"Flanders","85+","M",8
2021-01-24,"Flanders","85+","F",9
2021-01-24,"Brussels","65-74","M",1
2021-01-24,"Brussels","75-84","M",3
2021-01-25,"Wallonia","65-74","M",1
2021-01-25,"Wallonia","75-84","M",1
2021-01-25,"Wallonia","75-84","F",1
2021-01-25,"Wallonia","85+","M",6
2021-01-25,"Wallonia","85+","F",5
2021-01-25,"Flanders","65-74","M",3
2021-01-25,"Flanders","75-84","M",2
2021-01-25,"Flanders","75-84","F",4
2021-01-25,"Flanders","85+","M",3
2021-01-25,"Flanders","85+","F",13
2021-01-25,"Brussels","45-64","M",1
2021-01-25,"Brussels","65-74","M",1
2021-01-25,"Brussels","65-74","F",1
2021-01-25,"Brussels","85+","M",1
2021-01-25,"Brussels","85+","F",1
2021-01-26,"Wallonia","65-74","M",2
2021-01-26,"Wallonia","65-74","F",2
2021-01-26,"Wallonia","75-84","F",1
2021-01-26,"Wallonia","85+","F",4
2021-01-26,"Flanders","45-64","M",1
2021-01-26,"Flanders","45-64","F",2
2021-01-26,"Flanders","65-74","M",1
2021-01-26,"Flanders","75-84","M",8
2021-01-26,"Flanders","75-84","F",7
2021-01-26,"Flanders","85+","M",11
2021-01-26,"Flanders","85+","F",8
2021-01-26,"Brussels","25-44","F",1
2021-01-26,"Brussels","45-64","M",1
2021-01-26,"Brussels","85+","M",1
2021-01-26,"Brussels","85+","F",3
2021-01-27,"Wallonia","65-74","M",1
2021-01-27,"Wallonia","75-84","M",5
2021-01-27,"Wallonia","75-84","F",5
2021-01-27,"Wallonia","85+","M",1
2021-01-27,"Wallonia","85+","F",4
2021-01-27,"Flanders","65-74","M",3
2021-01-27,"Flanders","75-84","M",5
2021-01-27,"Flanders","85+","M",6
2021-01-27,"Flanders","85+","F",7
2021-01-27,"Brussels","75-84","M",2
2021-01-27,"Brussels","75-84","F",1
2021-01-27,"Brussels","85+","F",1
2021-01-28,"Wallonia","25-44","M",1
2021-01-28,"Wallonia","65-74","F",1
2021-01-28,"Wallonia","75-84","M",2
2021-01-28,"Wallonia","75-84","F",2
2021-01-28,"Wallonia","85+","M",4
2021-01-28,"Wallonia","85+","F",5
2021-01-28,"Flanders","45-64","F",1
2021-01-28,"Flanders","65-74","M",2
2021-01-28,"Flanders","65-74","F",1
2021-01-28,"Flanders","75-84","M",4
2021-01-28,"Flanders","75-84","F",5
2021-01-28,"Flanders","85+","M",9
2021-01-28,"Flanders","85+","F",15
2021-01-28,"Brussels","75-84","M",1
2021-01-28,"Brussels","85+","M",1
2021-01-28,"Brussels","85+","F",1
2021-01-29,"Wallonia","45-64","M",2
2021-01-29,"Wallonia","45-64","F",1
2021-01-29,"Wallonia","65-74","M",1
2021-01-29,"Wallonia","65-74","F",2
2021-01-29,"Wallonia","75-84","M",3
2021-01-29,"Wallonia","85+","M",1
2021-01-29,"Wallonia","85+","F",3
2021-01-29,"Flanders","65-74","M",1
2021-01-29,"Flanders","75-84","M",3
2021-01-29,"Flanders","75-84","F",4
2021-01-29,"Flanders","75-84",NA,1
2021-01-29,"Flanders","85+","M",5
2021-01-29,"Flanders","85+","F",12
2021-01-29,"Brussels","25-44","M",1
2021-01-29,"Brussels","65-74","M",1
2021-01-29,"Brussels","75-84","M",1
2021-01-29,"Brussels","85+","M",2
2021-01-30,"Wallonia","65-74","M",1
2021-01-30,"Wallonia","75-84","M",1
2021-01-30,"Wallonia","75-84","F",2
2021-01-30,"Wallonia","85+","M",2
2021-01-30,"Wallonia","85+","F",3
2021-01-30,"Flanders","65-74","F",2
2021-01-30,"Flanders","75-84","M",6
2021-01-30,"Flanders","75-84","F",4
2021-01-30,"Flanders","85+","M",3
2021-01-30,"Flanders","85+","F",5
2021-01-31,"Wallonia","65-74","F",1
2021-01-31,"Wallonia","75-84","M",2
2021-01-31,"Wallonia","75-84","F",3
2021-01-31,"Wallonia","85+","M",3
2021-01-31,"Wallonia","85+","F",2
2021-01-31,"Flanders","45-64","M",2
2021-01-31,"Flanders","65-74","M",2
2021-01-31,"Flanders","75-84","M",2
2021-01-31,"Flanders","75-84","F",1
2021-01-31,"Flanders","85+","M",7
2021-01-31,"Flanders","85+","F",3
2021-01-31,"Brussels","65-74","M",1
2021-01-31,"Brussels","75-84","F",2
2021-01-31,"Brussels","85+","M",1
2021-02-01,"Wallonia","65-74","M",2
2021-02-01,"Wallonia","65-74","F",1
2021-02-01,"Wallonia","75-84","M",2
2021-02-01,"Wallonia","75-84","F",1
2021-02-01,"Wallonia","85+","M",2
2021-02-01,"Wallonia","85+","F",3
2021-02-01,"Flanders","45-64","M",1
2021-02-01,"Flanders","65-74","M",1
2021-02-01,"Flanders","65-74","F",1
2021-02-01,"Flanders","75-84","M",1
2021-02-01,"Flanders","75-84","F",3
2021-02-01,"Flanders","85+","M",8
2021-02-01,"Flanders","85+","F",11
2021-02-01,"Brussels","65-74","F",2
2021-02-01,"Brussels","85+","M",1
2021-02-02,"Wallonia","45-64","M",3
2021-02-02,"Wallonia","65-74","F",2
2021-02-02,"Wallonia","75-84","M",1
2021-02-02,"Wallonia","75-84","F",2
2021-02-02,"Wallonia","85+","M",2
2021-02-02,"Wallonia","85+","F",5
2021-02-02,"Flanders","45-64","M",1
2021-02-02,"Flanders","45-64","F",1
2021-02-02,"Flanders","65-74","M",1
2021-02-02,"Flanders","65-74","F",2
2021-02-02,"Flanders","75-84","M",6
2021-02-02,"Flanders","75-84","F",7
2021-02-02,"Flanders","85+","M",6
2021-02-02,"Flanders","85+","F",8
2021-02-02,"Brussels","45-64","F",1
2021-02-02,"Brussels","65-74","M",1
2021-02-02,"Brussels","75-84","F",1
2021-02-02,"Brussels","85+","M",1
2021-02-02,"Brussels","85+","F",1
2021-02-03,"Wallonia","45-64","M",2
2021-02-03,"Wallonia","45-64","F",2
2021-02-03,"Wallonia","65-74","M",2
2021-02-03,"Wallonia","65-74","F",1
2021-02-03,"Wallonia","75-84","M",3
2021-02-03,"Wallonia","75-84","F",1
2021-02-03,"Wallonia","85+","M",3
2021-02-03,"Wallonia","85+","F",2
2021-02-03,"Flanders","45-64","M",1
2021-02-03,"Flanders","75-84","M",3
2021-02-03,"Flanders","75-84","F",3
2021-02-03,"Flanders","85+","M",6
2021-02-03,"Flanders","85+","F",11
2021-02-03,"Brussels","65-74","F",1
2021-02-03,"Brussels","85+","M",1
2021-02-03,"Brussels","85+","F",1
2021-02-04,"Wallonia","75-84","M",2
2021-02-04,"Wallonia","75-84","F",2
2021-02-04,"Wallonia","85+","M",1
2021-02-04,"Wallonia","85+","F",3
2021-02-04,"Flanders","45-64","M",1
2021-02-04,"Flanders","65-74","M",1
2021-02-04,"Flanders","65-74","F",1
2021-02-04,"Flanders","75-84","M",1
2021-02-04,"Flanders","75-84","F",2
2021-02-04,"Flanders","85+","M",8
2021-02-04,"Flanders","85+","F",8
2021-02-04,"Brussels","45-64","F",1
2021-02-04,"Brussels","85+","M",2
2021-02-04,"Brussels","85+","F",1
2021-02-05,"Wallonia","65-74","M",3
2021-02-05,"Wallonia","75-84","M",2
2021-02-05,"Wallonia","75-84","F",1
2021-02-05,"Wallonia","85+","M",4
2021-02-05,"Wallonia","85+","F",2
2021-02-05,"Flanders","25-44","M",1
2021-02-05,"Flanders","65-74","M",4
2021-02-05,"Flanders","65-74","F",1
2021-02-05,"Flanders","75-84","M",11
2021-02-05,"Flanders","75-84","F",4
2021-02-05,"Flanders","85+","M",11
2021-02-05,"Flanders","85+","F",8
2021-02-05,"Brussels","45-64","M",1
2021-02-05,"Brussels","45-64","F",1
2021-02-05,"Brussels","75-84","M",1
2021-02-05,"Brussels","85+","M",2
2021-02-06,"Wallonia","65-74","M",1
2021-02-06,"Wallonia","75-84","F",1
2021-02-06,"Wallonia","85+","M",4
2021-02-06,"Wallonia","85+","F",7
2021-02-06,"Flanders","65-74","M",1
2021-02-06,"Flanders","75-84","M",8
2021-02-06,"Flanders","75-84","F",2
2021-02-06,"Flanders","85+","M",7
2021-02-06,"Flanders","85+","F",9
2021-02-06,"Brussels","65-74","M",1
2021-02-06,"Brussels","75-84","M",1
2021-02-07,"Wallonia","45-64","F",1
2021-02-07,"Wallonia","75-84","M",5
2021-02-07,"Wallonia","75-84","F",1
2021-02-07,"Wallonia","85+","M",3
2021-02-07,"Wallonia","85+","F",2
2021-02-07,"Flanders","45-64","M",1
2021-02-07,"Flanders","65-74","M",1
2021-02-07,"Flanders","75-84","M",4
2021-02-07,"Flanders","75-84","F",3
2021-02-07,"Flanders","85+","M",3
2021-02-07,"Flanders","85+","F",15
2021-02-07,"Brussels","85+","F",2
2021-02-08,"Wallonia","25-44","M",1
2021-02-08,"Wallonia","45-64","M",1
2021-02-08,"Wallonia","65-74","M",2
2021-02-08,"Wallonia","65-74","F",1
2021-02-08,"Wallonia","75-84","F",1
2021-02-08,"Wallonia","85+","M",2
2021-02-08,"Wallonia","85+","F",1
2021-02-08,"Flanders","65-74","M",2
2021-02-08,"Flanders","65-74","F",1
2021-02-08,"Flanders","75-84","M",5
2021-02-08,"Flanders","75-84","F",5
2021-02-08,"Flanders","85+","M",3
2021-02-08,"Flanders","85+","F",7
2021-02-08,"Brussels","45-64","M",1
2021-02-08,"Brussels","75-84","F",1
2021-02-08,"Brussels","85+","M",2
2021-02-08,"Brussels","85+","F",1
2021-02-09,"Wallonia","65-74","M",1
2021-02-09,"Wallonia","75-84","F",2
2021-02-09,"Wallonia","85+","M",2
2021-02-09,"Wallonia","85+","F",4
2021-02-09,"Flanders","45-64","M",1
2021-02-09,"Flanders","65-74","F",1
2021-02-09,"Flanders","75-84","M",7
2021-02-09,"Flanders","75-84","F",8
2021-02-09,"Flanders","85+","M",6
2021-02-09,"Flanders","85+","F",6
2021-02-09,"Brussels","85+","M",1
2021-02-09,"Brussels","85+","F",2
2021-02-10,"Wallonia","65-74","M",1
2021-02-10,"Wallonia","75-84","M",2
2021-02-10,"Wallonia","75-84","F",3
2021-02-10,"Wallonia","85+","M",1
2021-02-10,"Wallonia","85+","F",1
2021-02-10,"Flanders","45-64","M",2
2021-02-10,"Flanders","75-84","M",3
2021-02-10,"Flanders","75-84","F",3
2021-02-10,"Flanders","85+","M",9
2021-02-10,"Flanders","85+","F",10
2021-02-10,"Brussels","65-74","M",1
2021-02-10,"Brussels","65-74","F",1
2021-02-10,"Brussels","75-84","M",1
2021-02-10,"Brussels","75-84","F",1
2021-02-10,"Brussels","85+","M",2
2021-02-10,"Brussels","85+","F",1
2021-02-11,"Wallonia","45-64","M",1
2021-02-11,"Wallonia","65-74","M",2
2021-02-11,"Wallonia","65-74","F",1
2021-02-11,"Wallonia","75-84","F",1
2021-02-11,"Wallonia","85+","F",2
2021-02-11,"Flanders","45-64","F",1
2021-02-11,"Flanders","65-74","M",5
2021-02-11,"Flanders","65-74","F",2
2021-02-11,"Flanders","75-84","M",2
2021-02-11,"Flanders","75-84","F",4
2021-02-11,"Flanders","85+","M",1
2021-02-11,"Flanders","85+","F",9
2021-02-11,"Brussels","85+","M",2
2021-02-11,"Brussels","85+","F",2
2021-02-12,"Wallonia","45-64","M",1
2021-02-12,"Wallonia","45-64","F",1
2021-02-12,"Wallonia","65-74","M",3
2021-02-12,"Wallonia","65-74","F",1
2021-02-12,"Wallonia","75-84","M",1
2021-02-12,"Wallonia","75-84","F",1
2021-02-12,"Wallonia","85+","M",1
2021-02-12,"Wallonia","85+","F",7
2021-02-12,"Flanders","45-64","M",2
2021-02-12,"Flanders","65-74","M",1
2021-02-12,"Flanders","75-84","M",2
2021-02-12,"Flanders","75-84","F",2
2021-02-12,"Flanders","85+","M",9
2021-02-12,"Flanders","85+","F",9
2021-02-12,"Brussels","75-84","M",1
2021-02-12,"Brussels","85+","M",1
2021-02-13,"Wallonia","65-74","F",1
2021-02-13,"Wallonia","75-84","M",4
2021-02-13,"Wallonia","85+","M",2
2021-02-13,"Flanders","65-74","M",2
2021-02-13,"Flanders","75-84","M",1
2021-02-13,"Flanders","75-84","F",5
2021-02-13,"Flanders","85+","M",9
2021-02-13,"Flanders","85+","F",5
2021-02-13,"Brussels","75-84","F",1
2021-02-13,"Brussels","85+","M",1
2021-02-14,"Wallonia","25-44","F",1
2021-02-14,"Wallonia","45-64","M",1
2021-02-14,"Wallonia","45-64","F",1
2021-02-14,"Wallonia","65-74","M",1
2021-02-14,"Wallonia","75-84","M",2
2021-02-14,"Wallonia","75-84","F",4
2021-02-14,"Wallonia","85+","M",7
2021-02-14,"Wallonia","85+","F",4
2021-02-14,"Flanders","45-64","M",2
2021-02-14,"Flanders","45-64","F",1
2021-02-14,"Flanders","65-74","M",1
2021-02-14,"Flanders","65-74","F",1
2021-02-14,"Flanders","75-84","M",5
2021-02-14,"Flanders","75-84","F",3
2021-02-14,"Flanders","85+","M",7
2021-02-14,"Flanders","85+","F",8
2021-02-14,"Brussels","45-64","M",1
2021-02-14,"Brussels","75-84","M",1
2021-02-14,"Brussels","85+","F",1
2021-02-15,"Wallonia","45-64","M",1
2021-02-15,"Wallonia","75-84","M",1
2021-02-15,"Wallonia","75-84","F",1
2021-02-15,"Wallonia","85+","M",4
2021-02-15,"Wallonia","85+","F",1
2021-02-15,"Flanders","45-64","M",1
2021-02-15,"Flanders","65-74","F",1
2021-02-15,"Flanders","75-84","M",3
2021-02-15,"Flanders","75-84","F",2
2021-02-15,"Flanders","85+","M",8
2021-02-15,"Flanders","85+","F",8
2021-02-15,"Flanders",NA,"F",1
2021-02-15,"Brussels","85+","M",2
2021-02-15,"Brussels","85+","F",3
2021-02-16,"Wallonia","45-64","M",1
2021-02-16,"Wallonia","65-74","M",2
2021-02-16,"Wallonia","75-84","M",2
2021-02-16,"Wallonia","75-84","F",3
2021-02-16,"Wallonia","85+","F",3
2021-02-16,"Flanders","45-64","M",1
2021-02-16,"Flanders","45-64","F",1
2021-02-16,"Flanders","65-74","M",4
